samplingName,nbSamples,descriptorName,J,Q,pertinenceFunction,birdSearchMode,birdConfidenceLimit,averagePertinence,diversity,nbBirds,nbWithBirds,criterion
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,171.26500082801869,0.0047770508751401,6,9,31785.70458763562
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,157.348984138576,0.0051131057317917,3,4,37293.57583348386
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,176.9230426815779,0.0084722919706384,4,5,47865.5810139017
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,188.8785732603353,0.0040414850210934,6,7,57757.30446244997
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,147.86101765953745,0.0,5,5,85212.60525092631
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,95.75817170443972,0.0,5,5,42774.850646802006
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,151.82148493949126,0.0,5,6,75221.66245117746
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,175.63662004776918,0.0091043457317862,6,7,62243.4549311505
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,176.8513509702457,0.0039529409481786,6,6,63231.34110212352
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,145.9491437250502,0.0081585716129197,8,8,32920.2405133324
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,154.58538582978227,0.0,4,5,68930.56941025725
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,137.957487096791,0.0,6,7,54069.13531761758
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,139.46833411549275,0.0,5,6,71789.01787072975
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,172.49742825358922,0.0,5,5,68264.27790084116
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,142.10177600098723,0.0095609423950366,7,7,26220.66908507991
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,150.75331980598872,0.0,6,6,51465.22872041917
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,161.19979906582205,7.020341343938219e-18,3,6,46602.561619628366
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,195.34949055963708,7.996920576077463e-18,3,5,70098.87322283302
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,167.3670367587249,0.0,6,7,88429.2519645037
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,177.72873432754002,4.144866121132354e-18,6,6,67707.89420830917
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,152.67186795528306,0.0087417269405035,6,7,53552.09911699554
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,145.75682853028673,0.009749802409,7,8,43336.13249205668
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,144.08154428984238,0.0,7,7,51230.45755338302
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,148.61913414808538,0.0060131684375028,6,6,43559.9628339366
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,186.45666660697017,0.0093658062416249,6,8,49046.468378306745
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,174.8772543058772,0.0,5,5,53922.48447730021
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,166.3833223440523,7.767087160597703e-18,4,4,50663.62783568723
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,170.75491210133103,5.790089173853422e-18,5,5,60309.414611038825
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,149.4493226853313,0.0,3,3,77518.05153277256
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,186.8284229718853,0.0088194714562279,6,6,54454.87792930812
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,145.140917582853,0.0,7,8,60685.62445165413
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,180.08871927934544,5.5369310148868534e-18,5,7,73288.92290593672
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,183.0730694916055,0.0047399108674474,6,7,49113.81294230698
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,193.36113420764576,0.0038468455888277,6,7,49908.44409262963
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,162.53280543478687,8.189348756895714e-18,5,6,77418.29246698352
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,159.15211664171204,0.0032368761596126,6,8,41978.90279544517
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,100.83344723341628,0.0,5,6,33726.06416592555
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,185.8312329654035,0.0072835438026702,6,7,55068.013784513416
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,190.19611582474352,0.0053166103312517,6,7,55006.90764311129
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,137.631091452494,3.4492051539949706e-18,6,8,40506.63103937556
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,166.84973119492196,0.007595273438449,4,7,48428.21200017062
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,167.3823666414208,0.0083331659544887,3,7,38101.22939919496
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,200.4178215670632,9.352363104938096e-18,4,4,69815.75939925152
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,157.9204419586908,0.0097527097897899,6,7,47692.26915004918
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,142.55407028167164,0.0,5,5,90299.10930011472
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,140.65060859230076,0.0,6,8,45464.09602448726
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,178.5411315643091,0.0085680018099278,5,7,36398.53851854823
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,172.53461902851112,0.0058821642283044,8,9,36300.814385562255
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,204.52111566876977,0.0045516050498434,5,7,61137.29764266204
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,159.68036141524547,2.3181483653680762e-18,6,6,51237.49253808344
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,164.1210657032529,0.0086117959540345,7,7,47166.22529099787
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,138.866964415318,0.0,6,7,66078.11533327127
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,192.8250736155993,0.0055872946942626,6,7,56183.34426622015
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,172.8600989148659,3.1095779862253176e-18,3,4,58519.19504137508
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,168.65072674486206,0.0,3,4,66238.1859098423
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,165.70399350314807,4.956987091626103e-18,7,8,47529.72256112538
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,216.0001914392833,0.0106322098891359,8,9,58292.05389234379
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,166.63689633418647,0.0,5,5,86681.12381708634
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,172.10321111709956,3.417148457283033e-18,6,7,69357.7193250916
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,199.92461718126907,0.0030784790505631,6,7,59045.94740018952
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,138.92871919033183,0.0093693667304811,6,7,36757.811269229474
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,116.85749741464576,8.826569145224637e-18,6,7,34746.06827331353
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,190.86131223487183,4.6887196599438535e-18,3,4,88242.6928967614
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,143.46725021576344,0.0065526454238101,4,6,36349.75270277622
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,163.5523688196373,1.2500528762907273e-17,4,6,51318.02053053826
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,165.72178184702307,0.0,5,5,62416.65366061806
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,132.25255075623278,0.0,5,6,59321.67192913771
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,171.93184134710967,0.003769672452271,6,7,45518.93237531379
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,153.36859389949822,0.0,5,5,63597.81621383266
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,164.56729424001313,0.0057911710218963,6,9,36078.44497276214
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,142.95200472893163,0.008276987653629,6,9,27069.359517119698
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,155.8990595091906,0.0,5,6,70701.315300716
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,192.77705641870853,0.0087868094235718,7,8,67880.66350145386
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,180.68468795818475,0.0,4,4,70528.55506369246
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,164.79346152288207,0.010160378441286,6,7,50523.78665844729
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,167.89404202990264,0.0080380018286016,6,9,44140.848932309455
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,175.9094898190151,1.5844884724527181e-18,4,5,56678.51369169184
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,202.724528095983,0.009693283380111,7,7,61942.12780899256
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,162.9208440315798,0.0,5,5,116552.97992238698
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,115.0576441051713,0.0,5,6,54514.63620269031
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,197.10187994053248,0.0085880032277312,6,6,70370.29670134073
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,146.03252059510754,0.0,4,5,73909.30713553276
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,168.6580597836906,0.0,7,7,77964.61917013767
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,188.35465873811592,0.0091326115421371,5,6,48625.26267630877
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,181.60703913336795,0.006738841957596,5,8,41403.32854593375
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,156.7608106360429,0.0,5,5,83394.00706706115
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,153.23341584910008,0.0,4,4,65056.99948846306
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,189.0223989228021,6.3391486471023495e-18,5,6,57802.591354348246
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,141.9994380416009,0.0,4,4,78107.54198863884
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,148.62298999805972,4.6075128090971024e-18,6,6,48778.30117847955
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,151.85519422576056,0.0047608002557923,6,7,38465.72288164878
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,152.42321125448427,0.0,6,6,84576.67147375038
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,189.99211586782783,0.0,6,6,64875.22270682662
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,185.110884145766,0.007633128804391,5,8,45390.22872221104
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,170.30045940038468,0.0093059458760853,7,7,42110.01022848278
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,150.68789656084851,0.0079087597594925,6,7,41069.695068047695
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,176.19736544801066,0.0,5,5,76358.4506109986
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,190.02059265862505,0.0111443938542568,5,6,50057.41617286631
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,127.34560919757573,0.0040712917967088,6,8,30703.895579774555
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,173.24303451572072,0.0083445244951834,6,7,37495.99439043818
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,154.04884945897226,0.0,3,3,72496.1252346756
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,145.01838716891896,0.0054010618667459,6,8,33677.17649698581
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,158.59672297448668,3.8722005987734826e-18,3,4,65037.33037933362
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,145.38637662352556,0.0069880296261416,5,7,27353.411039208582
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,143.00140600809368,0.0,6,7,68170.76077889546
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,135.3966092377576,0.0,6,6,56230.07835526586
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,181.2995465436969,0.0,6,6,76253.69427517222
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,187.38847820727693,0.0066142801054479,6,7,46670.95733466456
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,195.28552422716163,2.807075942919207e-18,5,6,56670.31320859797
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,181.78844812837843,2.1465526178341362e-18,6,7,61799.08228902971
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,171.09653855355486,0.0,5,5,100065.99676231126
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,174.85948348201433,0.0088527766438548,5,6,49817.718617486506
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,143.809812428881,0.0070811784351545,6,6,33877.45930326799
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,225.6138352417867,0.0080691599095813,7,8,57972.94642906937
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,172.1318114817879,0.007081731474166,4,4,46966.97905846832
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,214.26279465602664,0.006410426678343,6,7,56425.36200529892
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,183.7817042874649,5.13010053906262e-18,6,6,84767.58276545108
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,162.04658184431048,0.0,4,5,55510.65201112824
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,162.45350536266403,0.008864364338862,8,8,39924.20382198458
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,190.57886843258552,0.0072575749987912,6,6,43300.4595887467
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,190.6318629608049,0.0091680516903662,5,5,64822.57701267999
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,189.8658778762222,0.010115793205043,6,7,42350.10900576448
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,139.4661886512538,0.0,5,6,73794.07883289144
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,180.07494284718243,0.0157775900895895,4,5,51932.440222075325
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,174.7545669920308,0.0040703450270231,6,8,65059.81604233263
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,139.3834356581671,0.0067412840252291,4,7,27220.382284822605
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,153.85231452829447,4.2905599632224745e-18,5,5,46856.03619631751
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,208.29789391766312,0.0078264559777717,7,8,49292.05895657482
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,199.0997554968143,0.0,6,7,66512.14394057644
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,159.30413369201295,0.0,5,6,95337.32994670449
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,162.1148939091076,0.0107543593208913,5,6,49107.450302694
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,183.0505738535447,0.0076088640393678,7,8,64560.5333536362
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,156.43682924419443,3.3538363310119927e-66,6,6,84213.5444766446
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,167.59521379454878,1.5696444490154196e-17,3,5,68581.94421492581
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,142.07838137999536,4.438428793087016e-18,7,8,37312.28660684792
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,157.732656939008,0.0030655983790678,5,7,31404.94803288678
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,153.08779795265224,0.0,6,7,75437.70781388387
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,214.93124504723363,0.0081629797155999,8,8,74991.03108446741
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,212.954591074486,0.006795804613041,6,8,56052.48605084027
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,107.46007113359902,0.0,5,7,67095.21689173538
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,173.662566030871,4.652675872559777e-18,5,5,55674.19543431392
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,131.9673171494228,0.0,3,5,55093.77848799252
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,171.06684437993798,0.0,6,6,65332.75993835565
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,129.42221888425996,0.0058684145052881,5,6,49710.004467174986
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,194.0667199538156,0.0094316675692528,5,7,56382.61515416359
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,111.68157136068456,0.0,5,5,51641.41816771374
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,221.8091943648581,0.011181452612345,6,7,77389.39053121764
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,155.72780545356176,8.294358515143566e-18,4,5,48959.19330898166
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,174.09258501511516,0.008751386430401,4,5,37006.73632033516
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,144.39082107812894,9.762614305611819e-18,5,5,59416.23264095243
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,109.8656628020984,1.1131930626413336e-17,6,7,30032.73988631737
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,166.1401416553871,5.770000423636525e-65,5,5,76421.38523569654
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,218.086112011508,0.0080209379656359,5,8,55816.077397696776
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,132.78644848719375,0.0072062626280395,6,7,26638.805001934867
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,158.99011973579928,9.687864267866752e-18,5,6,56274.42262884173
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,181.0382328847737,0.0061699451623401,5,7,38021.863990917234
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,160.47542764270185,0.0,5,6,48840.187653140216
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,167.44238868515234,0.0,5,5,79169.32424248158
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,166.61512078375011,0.0066731925705867,7,9,39896.06906216827
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,166.4083180282203,9.141094375087532e-18,6,6,78708.05521564902
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,158.42881231816042,8.834055630442604e-18,4,5,64096.77920659408
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,182.40968349559108,0.0048624794603503,7,9,62209.57874388137
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,191.0965221675155,0.0075471205391926,6,7,68091.19814685264
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,163.30655486473995,5.228668720105528e-18,6,7,71553.51901236844
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,182.6393652910486,0.0092307156309443,7,8,51078.59031949567
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,187.9738436515239,0.0090772123068361,7,8,66720.02431985998
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,168.86747070623787,0.0063407489653156,6,7,41931.77397284912
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,155.67985611019836,0.0075669839451026,8,9,59109.97926209795
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,201.049158115546,0.0140206284075088,7,8,51284.55918969705
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,148.57585380797397,0.0,5,5,80042.51342395063
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,171.13053791419708,0.0,6,6,73980.86854828757
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,129.4516978727276,0.0,5,5,60748.95214972275
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,167.59140933149436,0.0,4,4,61140.85706785508
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,195.2318269526078,0.0066940337407105,7,8,48788.693300538245
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,202.5340436138929,0.0068089735274282,5,7,52087.1925222635
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,123.87010483259132,0.0071323001915765,7,7,29922.18217817232
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,170.00954418525004,4.176966369834105e-18,5,6,59900.95049896721
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,108.23525483599758,0.0058379932960992,6,7,23041.986722041464
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,204.45108763154545,0.0100504585898006,4,5,61828.45264275349
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,185.454516303001,0.0050627682386733,5,6,52061.28814980006
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,157.17773857957286,0.0082678057056638,8,8,37372.26963889057
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,189.78364087062383,0.0056985576887775,7,7,54572.36311212623
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,179.01998768988733,0.0072423552722383,7,8,56138.81266968256
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,126.1127262571118,1.5758176777714845e-17,3,4,32533.02241998868
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,167.9508858546548,0.0,4,4,82636.5455481701
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,194.21454845340617,0.0,4,6,66624.73324398289
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,140.89952263725792,8.018524960535928e-18,7,7,56952.42049705113
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,171.54739700670856,0.0134924125741102,5,6,40094.2822189845
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,182.15465527817287,2.278219536584374e-18,3,5,51379.27646675269
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,192.35982877661348,0.0101714244052862,6,8,67825.7313304222
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,187.74376305976585,0.0079946544409419,6,6,67275.99528535901
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,153.9221500599281,0.0038389694074313,7,8,36982.08522599992
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,152.39412010972154,0.0,4,5,91996.79596653226
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,162.17557937051276,0.008158323220455,6,7,48028.01251223469
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,158.00933550577372,3.927752791045563e-66,4,6,84996.38735031203
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,148.28189416008746,7.242651453919963e-18,5,5,54952.02534303333
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,160.45264098379533,0.0,4,6,85311.07521438798
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,220.78141951489533,0.0069301286786997,6,6,64560.09578063556
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,156.06111911486877,1.8365191967657784e-18,6,8,55893.35896086448
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,178.00756321294938,0.0,6,7,58895.23571248625
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,106.9798731579692,0.0,4,4,78217.24462148349
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,139.66947301280925,0.0017034041039601,9,10,25096.21925373276
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,167.59826570531104,0.0098293454029793,5,6,42275.966349305
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,127.2012603212038,0.0098421022737093,8,8,32996.70449094028
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,154.54698437987082,0.0049732715336197,7,7,55738.916954828645
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,151.44295073946995,0.0,6,7,44793.574755818685
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,122.61575667241064,0.0,5,5,104254.95051944688
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,164.15222280677412,0.0068387384502052,5,7,55504.79248973461
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,132.1411266147225,5.40589496442556e-18,6,6,58314.304436769664
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,192.1012663817821,0.0051727324860735,7,8,57440.5143018914
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,142.70580000794746,0.0,5,7,47038.47372152679
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,153.84056984568255,0.0,6,7,76893.68614623995
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,160.76072313224591,0.0078123901985412,5,6,56231.29195515932
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,144.73153767191948,0.0,6,6,74386.68957552905
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,193.43988491158305,0.0,6,6,75674.43478619175
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,120.96087144632898,0.0,6,6,41803.04943558979
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,188.6396480503528,0.0076838970084561,5,6,57129.82324826459
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,148.57177358688264,0.0,5,5,84848.3295876419
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,144.10023498541193,0.0075247285773588,4,6,38661.59660678795
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,152.542856834939,0.0092452446038451,5,6,36149.29726647377
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,171.9568096306662,0.0,4,5,71287.33372528278
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,147.10717489752915,2.920337101668897e-18,4,5,49004.188102535976
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,174.64388168226924,5.962930682113245e-18,5,5,70061.47567125576
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,139.22151446653416,0.0,3,3,90303.44937984116
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,134.13829671920666,0.0,5,6,32971.2049229477
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,190.4939299195603,0.005041478179172,6,8,66630.75579702701
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,147.3067888349635,0.0,3,4,44387.52363748463
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,141.15970513948827,0.0044552412704011,6,8,35487.74622594224
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,187.7819970772101,0.0067714846223274,6,6,47531.91974109186
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,176.09603713755496,0.0069508131044475,6,7,51620.10132381796
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,138.5789473986753,0.0,6,6,50091.304395792526
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,182.40897085797312,0.0069804207537054,7,8,39114.00380752817
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,155.4582767400941,0.0127705041854559,6,6,36805.45998687843
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,186.59266491500216,0.0095473858257962,7,9,45634.722203661535
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,191.8269421011376,0.0070208130741402,7,8,67107.76484756288
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,147.3270651272017,0.0,5,6,54393.67403649176
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,215.3879919495189,0.0055739432460664,6,8,55678.15802490136
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,146.87739500245803,0.0044315605288121,4,8,38871.85966164305
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,179.5901482301486,0.0060066488547183,6,7,65295.41151566175
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,159.81653566533348,0.0,4,5,68154.00007533914
Pertinence,10,scalogramStat4,12,3,inverse,single,0.1,128.14178021206652,0.0,4,6,50865.45730317236
